"convocation","full_name","birthday"
2,"Дідик Петро Андрійович","26.5.1954"
2,"Діхтяренко Григорій Юхимович","9.1.1950"
2,"Дмитренко Олексій Іванович","28.7.1953"
2,"Довганчин Григорій Васильович","1.2.1948"
2,"Довгань Сергій Васильович","6.3.1952"
2,"Долженко Геннадій Петрович","14.1.1940"
2,"Дондик Микола Іванович","30.4.1948"
2,"Донченко Юрій Григорович","18.10.1953"
2,"Дорошевський Михайло Володимирович","5.5.1940"
2,"Драгомарецький Сергій Дмитрович","16.1.1955"
2,"Дроботов Анатолій Іванович","21.5.1951"
2,"Дронь Анатолій Андрійович","18.3.1945"
2,"Дудченко Микола Петрович","24.2.1947"
2,"Дурдинець Василь Васильович","27.9.1937"
2,"Душейко Петро Григорович","2.8.1951"
2,"Дьомін Олег Олексійович","1.8.1947"
2,"Євдокимов Валерій Олександрович","15.7.1941"
2,"Євтухов Василь Іванович","16.10.1948"
2,"Єгудін Володимир Ілліч","8.6.1944"
2,"Єльяшкевич Олександр Сергійович","29.6.1965"
2,"Ємельянов Володимир Михайлович","11.2.1948"
2,"Ємець Олександр Іванович","1.1.1959"
2,"Єрмак Анатолій Васильович","5.8.1955"
2,"Єськов Валентин Андрійович","12.8.1948"
2,"Жеребецький Євген Петрович","13.10.1955"
2,"Жир Олександр Олександрович","11.12.1957"
2,"Жовтяк Євген Дмитрович","19.3.1961"
2,"Жулинський Микола Григорович","25.8.1940"
2,"Жумикін Альберт Петрович","7.7.1933"
2,"Заборний Михайло Васильович","17.11.1941"
2,"Завалевська Валентина Олександрівна","23.10.1956"
2,"Заварзін Микола Володимирович","5.1.1944"
2,"Загородній Григорій Дмитрович","12.9.1939"
2,"Заєць Іван Олександрович","5.7.1952"
2,"Запорожець Юрій Михайлович","21.8.1948"
2,"Зарудний Андрій Антонович","19.3.1933"
2,"Засуха Анатолій Андрійович","13.6.1958"
2,"Зачосов Вадим Олександрович","23.7.1941"
2,"Звонарж Андрій Юрійович","2.1.1976"
2,"Звягільський Юхим Леонідович","20.2.1933"
2,"Золотарьов Анатолій Іванович","1.7.1934"
2,"Іванов Валерій Геннадійович","24.12.1947"
2,"Іванов Василь Олексійович","28.2.1937"
2,"Ігнатенко Олександр Степанович","2.9.1945"
2,"Ілюшин Володимир Олексійович","11.5.1940"
2,"Ільясевич Ярослав Михайлович","14.9.1940"
2,"Іоффе Юлій Якович","10.12.1940"
2,"Іщенко Олег Іванович","10.10.1956"
2,"Кавун Василь Михайлович","14.8.1928"
2,"Кальник Віктор Мартинович","21.5.1949"
2,"Камінський Леонід Олексійович","21.9.1946"
2,"Капустян Володимир Нілович","25.4.1944"
2,"Карасик Владлен Михайлович","30.8.1936"
2,"Карасик Юрій Михайлович","27.7.1939"
2,"Кармазін Юрій Анатолійович","21.9.1957"
2,"Карнаух Микола Васильович","14.12.1958"
2,"Карпачова Ніна Іванівна","12.8.1957"
2,"Карпов Олександр Миколайович","1.12.1949"
2,"Кашляков Микола Дмитрович","2.2.1953"
2,"Квятковський Ігор Васильович","9.4.1953"
2,"Кендзьор Ярослав Михайлович","12.7.1941"
2,"Кириленко Іван Григорович","2.10.1956"
2,"Кириченко Микола Олексійович","6.3.1959"
2,"Кириченко Сергій Олександрович","19.5.1961"
2,"Кияк Тарас Романович","23.3.1944"
2,"Ківшик Петро Андрійович","22.5.1942"
2,"Кірімов Іван Захарович","21.1.1943"
2,"Кіяшко Сергій Миколайович","7.8.1954"
2,"Климпуш Орест Дмитрович","14.2.1941"
2,"Коваленко Анатолій Андрійович","26.5.1955"
2,"Ковалко Михайло Петрович","24.9.1944"
2,"Ковтунець Володимир Віталійович","23.7.1956"
2,"Коген Юрій Борисович","6.9.1937"
2,"Кожевников Борис Михайлович","23.7.1947"
2,"Кожин Борис Борисович","25.9.1944"
2,"Кожушко Олександр Михайлович","10.4.1928"
2,"Коліушко Ігор Борисович","18.6.1965"
2,"Коломойцев Валерій Едуардович","28.11.1964"
2,"Кондратюк Анатолій Олексійович","15.11.1940"
2,"Корнелюк Василь Миронович","14.9.1956"
2,"Коропенко Антон Антонович","1.11.1944"
2,"Коршинський Іван Юрійович","5.6.1928"
2,"Косів Михайло Васильович","28.11.1934"
2,"Косолапов Анатолій Григорович","10.7.1958"
2,"Костенко Юрій Іванович","12.6.1951"
2,"Костицький Василь Васильович","20.6.1956"
2,"Костицький Михайло Васильович","14.1.1948"
2,"Коструба Іван Федорович","8.11.1937"
2,"Костюченко Леонід Михайлович","14.9.1955"
2,"Кочерга Віктор Герасимович","13.10.1939"
2,"Кочерга Віктор Пилипович","8.9.1944"
2,"Кочерга Володимир Семенович","1.1.1938"
2,"Кравчук Володимир Іванович","21.7.1951"
2,"Кравчук Леонід Макарович","10.1.1934"
2,"Крандакова Олена Василівна","20.9.1951"
2,"Красняков Євген Васильович","25.7.1960"
2,"Кризський Юрій Олексійович","2.1.1951"
2,"Крук Юрій Борисович","2.6.1941"
2,"Круцик Роман Миколайович","6.7.1945"
2,"Кудревич Олександр Андрійович","4.6.1952"
2,"Кужель Олександра Володимирівна","4.7.1953"
2,"Куз’єв Василь Антонович","6.1.1931"
2,"Кузнєцов Павло Сергійович","1.5.1950"
2,"Кузьменко Сергій Леонідович","5.9.1948"
2,"Кулаков Анатолій Андрійович","8.7.1950"
2,"Кулінич Володимир Вікторович","29.8.1952"
2,"Купер Роман Петрович","16.7.1959"
2,"Кучма Леонід Данилович","9.8.1938"
2,"Лавриненко Микола Федорович","7.12.1948"
2,"Лавринович Олександр Володимирович","28.6.1956"
2,"Лазаренко Павло Іванович","23.1.1953"
2,"Ландик Валентин Іванович","22.11.1946"
2,"Лановий Володимир Тимофійович","17.6.1952"
2,"Лантух Василь Іванович","1.3.1954"
2,"Левченко Анатолій Іванович","11.4.1950"
2,"Литвин Вадим Валентинович","13.9.1963"
2,"Лінчак Михайло Степанович","1.10.1953"
2,"Лобенко Анатолій Олександрович","17.7.1937"
2,"Лук’яненко Левко Григорович","24.8.1927"
2,"Луньов Григорій Олексійович","13.10.1939"
2,"Лупаков Євген Олександрович","26.9.1947"
